Date	TimeOfDay	Type	SubType	Distance	DistanceUnit	Duration	Weight	WeightUnit	RestHR	AvgHR	MaxHR	Sleep	Calories	Quality	Effort	Weather	Temperature	TempUnit	Notes	Course	CourseSurface	CourseNotes	ShoeMake	ShoeModel	Size	System	ShoeSerial	ShoePrice	OverallPlace	FieldSize	GroupMinAge	GroupMaxAge	GroupPlace	GroupSize	GenderPlace	GenderSize	
2008-10-11	5:00 PM	Run	Race	2.93	Mile	0:20:32	108.0	lb						6	6		85	F	felt awesome. finished really well. a little pain during stretching. none during run. actual race distance was 2.93 miles so the pace is a little off..	Skirt Chasers 5K	Asphalt		ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2008-10-12	8:00 AM	Run	Easy	9.17	Mile	1:25:15	108.0	lb						6	6		75	F	easy run with beth in austin, no pain.	abbey's house	Asphalt		ASICS	GT-2130	10.00	US/Canada		92.55								
2008-10-13	6:15 PM	Run	Easy	3.19	Mile	0:26:15	108.0	lb						6	6		80	F	uhmm.  legs felt tight.  just went kinda slow.	Gingerman Run	Track		ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2008-10-15	7:00 AM	Run	Easy	6.00	Mile	1:00:00	108.0	lb						6	6	Sunny	65	F	awaesome trail run with no pain.	jpl	Asphalt, Track		ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2008-10-18	9:00 AM	Run	Easy	2.80	Mile	0:45:00	108.0	lb						6	3	Sunny	70	F	wakling with aunt reeta on a gourgeous day.	runyun canyon	Track	http://www.lamountains.com/parks.asp?parkid=122	ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2008-10-21	5:00 AM	Run	Interval	7.88	Mile	0:59:00	108.0	lb						6	8		65	F	ran with with kristin.  the last couple of intervals were killer.	2.5x5x1.5			ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2008-10-23	6:00 PM	Run	Easy	2.49	Mile	0:25:00	108.0	lb						6	6		70	F	easy run with feo	Southfork Loop	Asphalt		ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2008-10-24	11:00 AM	Run	Easy	3.63	Mile	0:29:50	108.0	lb						6	6	Sunny	75	F	nice mid-day run with beth. only bad part is the dogs	Rosharon Run	Asphalt	beware of dogs	ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2008-10-25	8:00 AM	Run	Race	5.00	Kilometer	0:21:16	108.0	lb						6	6	Sunny	65	F	stupid cape produced a lot of drag.<br>http://www.eztoregister.com/results/Pumpkin08.htm	Great Pumpkin Fun Run	Asphalt		ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00	65	937	20	24	1	51	13	515
2008-10-25	7:00 PM	Feo Walking	Default	1.21	Mile	0:25:00	108.0	lb						6	6				post michigan vs michigan state game walkie-poo	Morgan Loop	Asphalt															
2008-10-26	10:00 AM	Run	Easy	6.35	Mile	1:04:14	108.0	lb						6	6	Sunny	77	F	it got warmer than i though it would be.  i think i'll wait until later to do the rest of the run.  my right knee hurt a little.	pearland 6 miler	Asphalt, Concrete		ASICS	GT-2130	10.00	US/Canada		92.55								
2008-10-27	7:00 PM	Feo Walking	Default	1.21	Mile	0:30:00	108.0	lb									70	F	crazy dog	Morgan Loop	Asphalt															
2008-10-28	5:00 AM	Run	Interval	9.33	Mile	1:18:41	108.0	lb						4	8				stomach was not too happy.  right knee was popping.  of course this one was with kristen.	4:15 x 2 x 6	Asphalt, Concrete		ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2008-10-31		Feo Walking	Default	3.00	Mile	1:00:00	108.0	lb											Happy Halloween	Morgan Park	Asphalt, Treadmill															
2008-11-01		Feo Walking	Default	1.21	Mile	0:35:00	108.0	lb												Morgan Loop	Asphalt															
2008-11-01	9:00 AM	Run	Easy	17.59	Mile	3:15:18	108.0	lb						5		Sunny,Humid	65	F	27:51 first loop<br>2:11:29 12 miles loop<br>35:57 second loop<br><br>hips are really tight. no appreciable knee pain.  ankles hurt a little.	18 miles?	Asphalt, Track		ASICS	GT-2130	10.00	US/Canada		92.55								
2008-11-02		Feo Walking	Default	1.21	Mile	0:35:00	108.0	lb												Morgan Loop	Asphalt															
2008-11-03	5:30 AM	Run	Interval	7.40	Mile	0:55:00	108.0	lb						7	7	Sunny	55	F	felt pretty good during the entire run.  no pain to speak of.	2:30 x 5 x 1:30	Asphalt, Concrete		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Pink Laces	55.00								
2008-11-03	5:30 PM	Rock Climbing	Default	0.00		1:00:00	108.0	lb																												
2008-11-03	7:00 PM	Run	Easy	4.97	Mile	0:50:00	108.0	lb						6	2		70	F	easy night run post climbing with beth.	allen pkwy with beth			ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2008-11-05		Yoga	Default	0.00		1:00:00	108.0	lb																												
2008-11-08	9:30 AM	Run	Easy	10.68	Mile	1:40:34	108.0	lb						6	6				easy hill run... got a little lost but it was fine.	conroe 10 miler	Asphalt		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Pink Laces	55.00								
2008-11-27	8:00 AM	Run	Race	10.00	Kilometer	0:49:05	108.0	lb						6	6	Humid	67	F	7:49<br>7:44<br>7:42<br>7:54<br>8:03<br>8:12<br>1:46<br>http://www.mychiptime.com/display_race.php?eID=3301&show=all&division=10K+Run+F++0-+0&fname=First+Name&lname=Last+Name&sex=any&bib=Bib&chip=Chip&event_city=City&event_state=any&border=0&listtype=small<br><br>i took it really easy..	Houston Turkey Trot	Asphalt		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Pink Laces	55.00	360	2204	20	24	9	108	101	1083
2008-12-03		Yoga	Default	0.00		1:00:00	108.0	lb																												
2008-12-08	6:00 AM	Run	Easy	5.85	Mile	0:57:06	108.0	lb						4	7	Humid	56	F	eh easy... legs are pretty tight... ran with beth..,	Northfork/Southfork Loop	Concrete		ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2009-01-17		Feo Walking	Default	3.87	Mile	1:00:00	100.0	lb												Northfork Loop	Asphalt, Grass															
2009-01-18	8:10 AM	Run	Easy	3.87	Mile	0:36:43	100.0	lb						5	5	Sunny	58	F	legs felt tight... was not super fun. no pain nice day for a run.	Northfork Loop	Asphalt, Grass		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Pink Laces	55.00								
2009-01-22	6:00 PM	Feo Walking	Default	3.37	Mile	0:37:52.60	100.0	lb									70	F		Silvercreek Loop	Concrete															
2009-02-07	7:00 AM	Run	Easy	9.00	Mile	1:20:06	100.0	lb						7	6	Sunny	65	F	hips were tight... just took it easy	Memorial Loop	Track		ASICS	GT-2130	10.00	US/Canada		92.55								
2009-02-09	7:15 PM	Yoga	Default	0.00	Mile	1:00:00	100.0	lb																												
2009-02-11		Yoga	1	0.00	Mile	1:00:00																														
2009-02-15	7:00 AM	Run	Race	13.10	Mile	1:52:14	100.0	lb						4	6	Overcast,PartlyCloudy	50	F	that was super hard... took an aleve so nothing was hurting. completely fell apart at mile 8.  perhaps i should have run more before the marathon.	Austin Half Marathon	Asphalt, Concrete		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Pink Laces	55.00	1087	6959	20	24	50	507	322	4091
2009-02-16	6:30 PM	Feo Walking	Default	1.21	Mile	0:30:00	100.0	lb									65	F		Morgan Loop	Asphalt		Unknown	Merrell Radius Boots				125.00								
2009-02-20	8:00 PM	Feo Walking	Default	1.21	Mile	0:0:00	100.0	lb												Morgan Loop	Asphalt		Unknown	Merrell Radius Boots				125.00								
2009-02-22	8:00 AM	Mountain Bike	Default	20.00	Mile	5:00:00	100.0	lb						6	8		70	F		Morgan Park	Asphalt, Treadmill															
2009-02-22	6:00 PM	Feo Walking	Default	1.21	Mile	0:0:00	100.0	lb												Morgan Loop	Asphalt		Unknown	Merrell Radius Boots				125.00								
2009-02-23	7:30 PM	Feo Walking	Default	1.21	Mile	0:0:00	100.0	lb												Morgan Loop	Asphalt		Unknown	Merrell Radius Boots				125.00								
2009-05-31	1:00 PM	Run	Easy	6.96	Mile	1:00:00	100.0	lb												santa monica	Asphalt, Trail		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Pink Laces	55.00								
2009-06-24	7:30 PM	Run	Easy	6.50	Mile	0:55:00	100.0	lb								Humid	95	F		brian o'neills running club	Concrete, Trail		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Pink Laces	55.00								
2009-06-29	2:00 PM	Run	Easy	6.00	Mile	0:45:00	100.0	lb												santa monica	Asphalt, Trail		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Pink Laces	55.00								
2009-06-30	6:00 PM	Run	Easy	4.00	Mile	0:40:00	100.0	lb												newport *beach*	Trail															
2009-07-01	7:00 AM	Run	Easy	4.00	Mile	0:40:00	100.0	lb												newport *beach*	Trail															
2009-07-03	8:00 AM	Run	Easy	5.00	Mile	0:45:00	100.0	lb												strawberry canyon	Trail		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Pink Laces	55.00								
2009-07-04	8:00 AM	Run	Easy	4.50	Mile	0:40:00	100.0	lb												strawberry canyon	Trail		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Pink Laces	55.00								
2009-07-15	8:20 PM	Run	Easy	5.00	Mile	0:45:00	100.0	lb												Memorial Loop	Track		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Pink Laces	55.00								
2009-07-18	8:00 AM	Run	Easy	3.24	Mile	0:27:38	100.0	lb								Humid	78	F	9:30/ mile out<br>7:30 mile back<br><br>super humid 80% felt pretty good.  had to go painting afterwards.	cr90 out and back	Asphalt		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Pink Laces	55.00								
2009-07-23	6:30 PM	Run	Easy	5.85	Mile	0:49:11	100.0	lb								Rain,Humid	77	F	right leg hurt (knee, hip, ankle).  also felt a little nauseated.  but light drizzle was fun to run in.	Northfork/Southfork Loop	Concrete		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Pink Laces	55.00								
2009-07-24	7:00 PM	Run	Easy	14.73	Mile	2:51:21	100.0	lb								Humid	93	F	48:40<br>25:08<br>45:43<br>30:50<br><br>2:51:21<br>	Little Woodrows	Concrete		ASICS	GT-2130	10.00	US/Canada		92.55								
2009-07-25	7:15 AM	Run	Easy	5.00	Mile	0:42:48	100.0	lb								Sunny,Humid	80	F	ran with miguel and eirick. felt like shit.	Memorial Loop	Track		ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2009-07-29	5:30 AM	Run	Hill	3.00	Mile	0:25:00	100.0	lb								Humid	85	F	YWCA               30 min   2 Hills   5, 5, 4, 4, 3, 3, 2, 2, 1,1<br>	Will's Hills			ASICS	Gel-DS Trainer 12	9.50	US/Canada	Pink Laces	55.00								
2009-07-31	5:30 AM	Run	Hill	3.00	Mile	0:25:00	100.0	lb								Humid	85	F	Dog Bowl             1 mile Ladder	Will's Hills			ASICS	Gel-DS Trainer 12	9.50	US/Canada	Pink Laces	55.00								
2009-08-03	5:30 AM	Run	Hill	4800.00	Meter	0:18:58	100.0	lb								Humid	85	F	Bat Cave             700 & 500 x 4 	Will's Hills			ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2009-08-05		Run	Hill	3.00	Mile	0:30:00	100.0	lb								Humid	85	F	Memorial & Shephard           28 min           Long Hills          1's, 2's, 3's<br><br>made it up to 4s	Will's Hills			ASICS	Gel-DS Trainer 12	9.50	US/Canada	Black Lace	55.00								
2009-08-07	11:00 AM	Run	Race	18.80	Mile	2:53:00	100.0	lb						4	9				holy crap running at altitude freaking sucks	Wild West Relay	Asphalt, Trail		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Pink Laces	55.00	31	139					3	7
2009-08-12	5:30 AM	Run	Hill	2.00	Mile	0:15:00	100.0	lb								Humid	85	F	YWCA                 2 Mile Time Trial with Hills<br><br>right foot hurt	Will's Hills			ASICS	Gel-DS Trainer 12	9.50	US/Canada	Black Lace	55.00								
2009-08-23		Run	Easy	2.49	Mile	0:25:00	100.0	lb								Sunny,Humid	82	F	the humdity was way too much today...	Southfork Loop	Asphalt		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Pink Laces	55.00								
2009-08-26	7:37 PM	Feo Walking	Default	1.27	Mile	0:24:32.33				115	145									Morgan Loop	Asphalt		Unknown	Merrell Radius Boots				125.00								
2009-08-29	2:27 PM	Run	Hill	3.93	Mile	0:40:02.72	105.0	lb		186	202					Sunny	100	F		strawberry canyon	Trail															
2009-09-01	9:20 PM	Feo Walking	Default	1.10	Mile	0:20:46.43														Morgan Park	Asphalt, Treadmill		Unknown	Merrell Radius Boots				125.00								
2009-09-02	8:18 PM	Feo Walking	Default	1.22	Mile	0:24:03.85														Morgan Loop	Asphalt		Unknown	Merrell Radius Boots				125.00								
2009-09-07	7:35 AM	Run	Easy	12.00	Mile	1:58:16.80	105.0	lb						5	6	Sunny,Humid	80	F	my left knee started hurting.  was thinking a lot about rajiv.  somewhat fueled by jealousy.  tried to do fartleks in 6-9 but ended being super tired.  Did the first two laps counter clockwise, then one clockwise.  then one out and back 1.5 miles.	Memorial Loop	Track		ASICS	GT-2130	10.00	US/Canada		92.55								
2009-09-13	6:24 PM	Feo Walking	Default	2.23	Mile	0:45:08.54																	Unknown	Merrell Radius Boots				125.00								
2009-09-14	5:35 AM	Run	Hill	5.12	Mile	0:52:49.80													left leg hurt a little.  right top of foot also ached.  felt pretty good on both intervals.<br>Mile Repeats with hills - 2 x 1 mile and 3 X 3 hills at Memorial & Shepherd	Will's Hills			ASICS	Gel-DS Trainer 12	9.50	US/Canada	Black Lace	55.00								
2009-09-15	6:33 AM	Run	Easy	4.08	Mile	0:39:13.18										Sunny	74	F		Silvercreek Loop	Concrete		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Pink Laces	55.00								
2009-09-16	5:39 AM	Run	Hill	2.47	Mile	0:25:42.74								7	7	Sunny	77	F	2 mile time trial- 14:06<br>took it easy and felt really good.  recovered quickly after running	Will's Hills																
2009-09-19	8:54 AM	Bike	Hill	6.39	Mile	0:34:06.52										Sunny,Humid	80	F	tried out new shoes. it was actually pretty fun	Silvercreek Loop	Concrete															
2009-09-20	7:25 AM	Run	Easy	1.05	Mile	0:9:53.12								7	7	Sunny,Overcast,Humid	80	F		Memorial 12 miler	Asphalt, Concrete	W Memorial Loop Around<br>R on Memorial to Woodway Dr.<br>L on W Loop S<br>L Post Oak<br>L S. Post Oak (T intersection)<br>R Briar Hollow Ln<br>L S. Briar Hollow Ln<br>R E. Briar Hollow Ln<br>L. San Felipe<br>L. Willowick<br>L W Lane (up one block), turns into Iverness<br>L Willowick<br>L Inwood<br>L Chilton<br>L Denman<br>R Kirby (to Allen Pkwy)<br>L Waugh<br>(stay around park)<br>R Jackson Hill<br>L Scotland<br>R Snover<br>L Feagan<br>R Roy<br>L Blossom<br>L Cowen (follow loop around)<br>L Blossom<br>L Crestwood<br>R Memorial<br>R Memorial Loop<br><br><br><br><br><br>	ASICS	GT-2130	10.00	US/Canada		92.55								
2009-09-20	7:36 AM	Run	Easy	14.01	Mile	2:20:50.38								7	7	Sunny,Humid	80	F	two excedrin kept the pain at bay.  but i didn't want to run with leg pain and cramps.  got a hotspot on the top of my right foot.  overall it wasn't too bad	Memorial 12 miler	Asphalt, Concrete	W Memorial Loop Around<br>R on Memorial to Woodway Dr.<br>L on W Loop S<br>L Post Oak<br>L S. Post Oak (T intersection)<br>R Briar Hollow Ln<br>L S. Briar Hollow Ln<br>R E. Briar Hollow Ln<br>L. San Felipe<br>L. Willowick<br>L W Lane (up one block), turns into Iverness<br>L Willowick<br>L Inwood<br>L Chilton<br>L Denman<br>R Kirby (to Allen Pkwy)<br>L Waugh<br>(stay around park)<br>R Jackson Hill<br>L Scotland<br>R Snover<br>L Feagan<br>R Roy<br>L Blossom<br>L Cowen (follow loop around)<br>L Blossom<br>L Crestwood<br>R Memorial<br>R Memorial Loop<br><br><br><br><br><br>	ASICS	GT-2130	10.00	US/Canada		92.55								
2009-09-23	5:33 AM	Run	Tempo	6.75	Mile	1:03:39.52													5:15 Start Bayou   Tempo Run 5/6 mile -10 per :)<br>went out way too fast and fell off from there.<br><br>right foot still hurts a little.  left leg did not give any problems.	Will's Hills			Salomon	XT Wings				80.00								
2009-09-25	5:36 AM	Run	Easy	3.02	Mile	0:24:31.32								5	7		80	F	wills hills work out<br>.6 mile warm up<br>1 mile hard<br>2 on 2 off to end<br>followed by swimming<br>right foot still hurts a little.	Memorial Loop	Track															
2009-09-25	6:00 AM	Swim	Back Stroke	1.00	Kilometer	0:45:00	105.0	lb											felt pretty good did most of it with kickboard and last lap back stroke																	
2009-09-26	8:48 AM	Run	Long	11.77	Mile	1:49:00.17										Sunny,Humid	80	F	went with jenia it was kind of weird how much motivation i loss.	Town Lake Trail			ASICS	Gel-DS Trainer 12	9.50	US/Canada	Black Lace	55.00								
2009-09-29	6:10 PM	Bike	Easy	5.82	Mile	0:30:55	105.0	lb								Sunny,Humid	75	F		silvercreek/southwyck pkwy	Asphalt, Concrete															
2009-09-30	5:37 AM	Run	Hill	5.06	Mile	0:45:44.32										Sunny,Humid	70	F	i felt really good/  It was 14 minutes one directions 12 minutes the other.<br><br>Lucky Cloverleafs - 28 minutes continuous<br><br>Felt pretty good.  I am surprised at how much I slowed down...	Will's Hills																
2009-10-03	9:36 AM	Bike	Default	6.09	Mile	0:35:58.94														Northfork-Silvercreek Loop	Concrete															
2009-10-16	7:00 AM	Run	Easy	3.20	Mile	0:30:44	105.0	lb								Sunny,Humid	73	F	left knee and right foot hurt<br>16:29 out<br>1:40 rest<br>14:15 back	cr90 out and back	Asphalt		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Pink Laces	55.00								
2009-10-18	7:00 AM	Run	Race	26.20	Mile	4:22:01.63	105.0	lb						6	6	Sunny,Overcast	65	F	felt good overall.  took ib every hour.  the hills were more plentiful than i thought. 4:25:51 was net time not chip time. kind of funny how it's exactly the same as big sur.  	Nike Women's Marathon	Asphalt		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Black Lace	55.00	790	3910	25	29	194	939		
2009-10-25	11:06 AM	Run	Easy	3.20	Mile	0:26:45.41										Sunny,Humid	80	F	ran with "the cool guy".  legs felt a little tired but not bad.	Lululemon			ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2009-11-08	8:00 AM	Run	Tempo	8.33	Kilometer	0:42:51	105.0	lb						6	5	Sunny,Humid	70	F	ran as "susan connally." from what i recall it was pretty good.  there was a lot of standing around so it was hard to stay warm.  my right foot was bothering me a little.<br><br>http://www.finishcam.com/%5CEvents%5C2009-Houston-Masters-25k%5CClip2003.wmv	Koala 25k Relay Loop	Asphalt		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Pink Laces	55.00								
2009-11-26	7:00 AM	Run	Race	5.00	Kilometer	0:31:45	105.0	lb						4	1				ran with mom first 1.75  miles.... it was just for fun :-p<br>11:23 mile 1<br>11:41 mile 2<br>8:41 mile 3.1	Centreville Turkey Trot	Asphalt	http://www.runwashington.com/other/varunturkeytrotmap.html	ASICS	Gel-DS Trainer 12	9.50	US/Canada	Black Lace	55.00			25	29	129	226	833	1619
2009-12-18	6:30 PM	Run	Easy	3.48	Mile	0:35:10	105.0	lb								Humid	65	F		Lululemon Holiday Run	Asphalt	Lululemon Holiday Run	ASICS	Gel-DS Trainer 12	9.50	US/Canada	Black Lace	55.00								
2009-12-19	8:30 AM	Run	Easy	3.87	Mile	0:38:00	105.0	lb						5	3	Sunny	45	F	left knee was bothering me a little bit... took it easy	Northfork Loop	Asphalt, Grass		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Pink Laces	55.00								
2009-12-25	7:30 AM	Run	Easy	2.46	Mile	0:24:18.31										Sunny	45	F	both ankles hurt some.  back of right knee felt like crap.	Southfork Loop	Asphalt		ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00								
2010-01-03	10:00 AM	Run	Easy	3.84	Mile	0:35:18.01										PartlyCloudy	40	F	right back of knee hurt a little. it was pretty cold	Northfork Loop	Asphalt, Grass		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Black Lace	55.00								
2010-01-04	8:08 AM	Bike	Easy	4.11	Mile	0:23:19.03										Overcast,Windy	40	F	It was 10 minutes up at 13 minutes back :-p																	
2010-01-05	5:00 PM	Run	Easy	1.10	Mile	0:10:00	105.0	lb												SRC Gym	Grass		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Pink Laces	55.00								
2010-01-05	5:30 PM	Spinning	Default	4.57	Mile	0:20:00	105.0	lb												SRC Gym	Grass															
2010-01-23	6:05 AM	Run	Hill	10.76	Mile	2:11:14.69	110.0	lb						7	7	Overcast,Humid	70	F	right back of knee and hop gave me some problems. ht rex group is pretty cool.  felt awful towards the end, should have had more sugar and water.	ho chi minh trails			Salomon	XT Wings				80.00								
2010-01-27	4:00 PM	Run	Hill	5.00	Mile	0:42:49	110.0	lb						6	6	Sunny	65	F	it was fun to run with scott and the guys in pasadena. overall felt awesome.	Lombardy	Asphalt		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Black Lace	55.00								
2010-01-29	4:23 PM	Run	Hill	4.25	Mile	0:35:21.12								7	7	Sunny	60	F	Ran with veronica.  With the exception of the tacos not sitting well	Brentwood Country Club			ASICS	Gel-DS Trainer 12	9.50	US/Canada	Black Lace	55.00								
2010-01-30	10:17 AM	Run	Long	10.03	Mile	1:41:38.65								7	7	Sunny	60	F	i'm gonnna rock and roll all night and run every day!!!  can't believe i pulled it off it was way harder than i thought.  right hip and knee were kind of annoying.  hip tightened up later in the day. ran with michelle, megumi, susan, stephanie, and some dude.	Patrician :-D	Asphalt, Concrete		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Black Lace	55.00								
2010-02-02	6:45 PM	Spinning	Default	15.00	Mile	1:00:00	110.0	lb												LA Fitness																
2010-02-06	12:00 PM	Run	Easy	3.00	Mile	0:0:00	110.0	lb								Overcast	40	F	jog to the bathroom	Huntsville State Park	Track	http://www.tpwd.state.tx.us/publications/pwdpubs/media/park_maps/pwd_mp_p4505_044d.pdf	Salomon	XT Wings				80.00								
2010-02-13	10:55 AM	Run	Easy	5.78	Mile	0:59:08.03				177	191			5	2	Overcast	43	F	took it super easy no hard breathing no leg fatigue.  right hip tightened up after running.  	Northfork/Southfork Loop	Concrete		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Black Lace	55.00								
2010-02-14	9:45 AM	Run	Easy	6.01	Mile	1:01:27.90	110.0	lb						4	2	Overcast	60	F	took it super easy.  right hip started going a bit nuts around lap 2.  not sure what's going on with the hip.	Memorial Loop	Track		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Black Lace	55.00								
2010-02-14	1:00 PM	Spinning	Default	21.00	Mile	1:00:00	110.0	lb						5	5				get the rpms around 90.  had to make up the time because the hip was not happy.	LA Fitness																
2010-02-15	6:23 PM	Run	Easy	3.48	Mile	0:31:11.81				183	194						47	F	first run with vibram overall it was fun.  a little chafing on the feet.  right hip a little tight.  stuck to the grass for the most part.	Silvercreek Loop	Concrete		Vibram	Five Fingers Sprint	40.00	Europe	Black	85.00								
2010-02-16	5:45 AM	Spinning	Default	18.00	Mile	0:45:00	110.0	lb												LA Fitness																
2010-02-18	5:45 AM	Spinning	Default	15.00	Mile	0:30:00	110.0	lb												LA Fitness																
2010-02-20	10:43 AM	Run	Easy	6.15	Mile	1:02:13.72				178	189			5	5	Overcast,Windy,Humid	67	F	kinda windy, kinda boring, least memorable run ever. did the loop clockwise.	Northfork-Silvercreek Loop	Concrete		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Pink Laces	55.00								
2010-02-21	9:15 AM	Spinning	Default	20.00	Mile	1:00:00	110.0	lb		161	179									LA Fitness																
2010-02-21	11:23 AM	Run	Long	12.00	Mile	1:44:44.72				190	204					Overcast,Humid	70	F	was kinda windy.  mile 8 was kinda hard.  right hip was a little tight.  left knee had a pang. nothing substantial.  considering it was after spin i guess i should be happy.  it would be nice if it were more consistent.  broke up the run into 4 3-milers.  Next time should have longer "intervals"	Memorial 12 miler	Asphalt, Concrete	W Memorial Loop Around<br>R on Memorial to Woodway Dr.<br>L on W Loop S<br>L Post Oak<br>L S. Post Oak (T intersection)<br>R Briar Hollow Ln<br>L S. Briar Hollow Ln<br>R E. Briar Hollow Ln<br>L. San Felipe<br>L. Willowick<br>L W Lane (up one block), turns into Iverness<br>L Willowick<br>L Inwood<br>L Chilton<br>L Denman<br>R Kirby (to Allen Pkwy)<br>L Waugh<br>(stay around park)<br>R Jackson Hill<br>L Scotland<br>R Snover<br>L Feagan<br>R Roy<br>L Blossom<br>L Cowen (follow loop around)<br>L Blossom<br>L Crestwood<br>R Memorial<br>R Memorial Loop<br><br><br><br><br><br>	ASICS	Gel-DS Trainer 12	9.50	US/Canada	Black Lace	55.00								
2010-02-22	5:33 AM	Run	Interval	5.65	Mile	0:49:06.03				186	206			5	5	Windy,Humid	50	F	Three 1 Mile Repeats<br>felt pretty good.  probably went much harder than i should have.  	Will's Hills			ASICS	Gel-DS Trainer 12	9.50	US/Canada	Pink Laces	55.00								
2010-02-23	5:45 AM	Spinning	Default	15.00	Mile	0:45:00	110.0	lb		151	173									LA Fitness																
2010-02-24	5:34 AM	Run	Default	4.56	Mile	0:38:39.25											35	F	Cloverleafs 14 minutes one way, 14 minutes the other way.  forgot to put on heart rate monitor	Will's Hills			ASICS	Gel-DS Trainer 12	9.50	US/Canada	Black Lace	55.00								
2010-02-25	6:45 PM	Spinning	Default	21.00	Mile	1:00:00														LA Fitness																
2010-02-26	5:34 AM	Run	Interval	4.19	Mile	0:38:58.45				181	216								relays	Will's Hills			ASICS	Gel-DS Trainer 12	9.50	US/Canada	Pink Laces	55.00								
2010-02-28	6:32 AM	Run	Easy	0.56	Mile	0:7:44.62													Warmup				ASICS	Gel-DS Trainer 12	9.50	US/Canada	Black Lace	55.00								
2010-02-28	7:01 AM	Run	Race	13.10	Mile	1:46:08.42											50	F	took it easy.  trying to get ready for los angeles,	New Orleans Mardi Gras Half Marathon	Asphalt, Concrete	The roads in new orleans are kind of shitty.	ASICS	Gel-DS Trainer 12	9.50	US/Canada	Black Lace	55.00	734	9300	25	29	52	1124	203	5933
2010-02-28	9:02 AM	Run	Easy	1.49	Mile	0:22:33.36													cool down				Vibram	Five Fingers Sprint	40.00	Europe	Black	85.00								
2010-03-03	5:35 AM	Run	Default	0.87	Mile	0:9:22.78				154	175								warmup	Will's Hills			ASICS	Gel-DS Trainer 12	9.50	US/Canada	Black Lace	55.00								
2010-03-03	6:00 AM	Run	Default	3.22	Mile	0:30:00				198	204								30 minutes Ws. took it pretty easy. 1-1-1,2-2-2,3-3-3-,1-1-1,1	Will's Hills																
2010-03-03	6:31 AM	Run	Default	0.71	Mile	0:7:06.87				180	187						45	F	cool down	Will's Hills			ASICS	Gel-DS Trainer 12	9.50	US/Canada	Black Lace	55.00								
2010-03-04	6:45 PM	Spinning	Default	21.00	Mile	1:00:00	110.0	lb		152	179									LA Fitness																
2010-03-06	9:57 AM	Bike	Default	10.16	Mile	1:00:10.32											74	F	ride to LA fitness. detoured off of magnolia. too long to run																	
2010-03-06	10:58 AM	Bike	Default	8.34	Mile	0:50:29.02											74	F	the ride back.  took a little long because i couldn't decide where to go.  fite is probably the best option for running.  the route is still a little long.																	
2010-03-07	7:55 AM	Run	Easy	4.94	Mile	0:50:22.73													legs felt like crap after riding 18 miles the day before.  ended up just cutting the run short.				ASICS	Gel-DS Trainer 12	9.50	US/Canada	Black Lace	55.00								
2010-03-13	10:31 AM	Run	Easy	3.87	Mile	0:36:17.61													just took it really easy.	LOEE Loop	Concrete, Treadmill		Vibram	Five Fingers Sprint	40.00	Europe	Black	85.00								
